station,status,hourly_mae,hourly_rmse,ma24_mae,ma24_rmse,elapsed_s,error,feature_config,station_key,model,model_label
ABANTO,ok,4.946704299115701,7.337316488762053,3.356809395325711,4.659311646985721,,,F1,ABANTO,informer,Informer2020
ALGORTA_BBIZI2,ok,8.87129302031329,13.040837362680485,5.521354728073379,7.58161211149386,,,F1,ALGORTA_BBIZI2,informer,Informer2020
ALONSOTEGI,ok,5.96735236425608,8.887229789964913,3.8002694019320247,5.601112705459253,,,F1,ALONSOTEGI,informer,Informer2020
ARRAIZ_Monte,ok,5.298604082160984,8.387063051873108,3.981696960629072,5.967806876027336,,,F1,ARRAIZ_MONTE,informer,Informer2020
BARAKALDO,ok,6.878412864902294,10.4976183399856,4.66456720613686,6.687286729512696,,,F1,BARAKALDO,informer,Informer2020
BASAURI,ok,7.1842180023201045,11.304298249850053,4.926888622242013,6.961303104385895,,,F1,BASAURI,informer,Informer2020
CASTREJANA,ok,6.855322837581741,10.067333537443208,4.160936396027601,6.006690991486722,,,F1,CASTREJANA,informer,Informer2020
ERANDIO,ok,6.576497892341261,9.8496503366544,4.449834736940144,6.187211347477329,,,F1,ERANDIO,informer,Informer2020
EUROPA,ok,5.967404143166706,9.251424519403246,4.140211153813191,6.095337289118005,,,F1,EUROPA,informer,Informer2020
LAS_CARRERAS,ok,6.047569926774815,9.036872530442464,4.167868036384249,5.716400940842741,,,F1,LAS_CARRERAS,informer,Informer2020
MAZARREDO,ok,5.095531170292925,8.036481224449705,3.5963348829665667,5.402985145589152,,,F1,MAZARREDO,informer,Informer2020
MUSKIZ,ok,4.38439356290297,7.608754806393653,3.171773090406907,5.100676585714381,,,F1,MUSKIZ,informer,Informer2020
M_DIAZ_HARO,ok,5.475540437476738,8.56399787680958,3.90897371773585,5.788001733504736,,,F1,M_DIAZ_HARO,informer,Informer2020
SANGRONIZ,ok,6.421817101781747,9.594524820252175,4.066748835985764,5.741986692294251,,,F1,SANGRONIZ,informer,Informer2020
SANTURCE,ok,6.755951233034267,8.991451139273739,4.835570790062972,6.156367384816586,,,F1,SANTURCE,informer,Informer2020
SAN_JULIAN,ok,7.0790405462363495,11.639496874340464,4.811803739766973,7.9717419558682305,,,F1,SAN_JULIAN,informer,Informer2020
SAN_MIGUEL,ok,4.463658467910988,5.924979320941505,3.323275723818695,4.122674053620523,,,F1,SAN_MIGUEL,informer,Informer2020
ZIERBENA_Puerto,ok,8.30153136613508,13.37860513319622,5.127583891574145,7.282389991345715,,,F1,ZIERBENA_PUERTO,informer,Informer2020
ABANTO,ok,4.950269662655999,7.398992166237144,3.363270479204065,4.698502993201308,,,F2,ABANTO,informer,Informer2020
ALGORTA_BBIZI2,ok,10.0797011020456,13.604463854818585,6.939479956962392,8.658743118906646,,,F2,ALGORTA_BBIZI2,informer,Informer2020
ALONSOTEGI,ok,6.075110169946032,8.933573832710518,3.998899321365499,5.785312782787384,,,F2,ALONSOTEGI,informer,Informer2020
ARRAIZ_Monte,ok,5.573397637880579,8.815319885574201,4.278598196825032,6.471949803424911,,,F2,ARRAIZ_MONTE,informer,Informer2020
BARAKALDO,ok,7.207911656744387,10.559257068890604,4.978206618405918,6.809136143742089,,,F2,BARAKALDO,informer,Informer2020
BASAURI,ok,7.079028938612876,11.432027906193776,4.9131297070473465,7.099920565135064,,,F2,BASAURI,informer,Informer2020
CASTREJANA,ok,6.856713474644923,10.204848060101767,4.247364987563175,6.11755671906892,,,F2,CASTREJANA,informer,Informer2020
ERANDIO,ok,6.826160249870567,9.975529489610487,4.693359900756461,6.427963892953561,,,F2,ERANDIO,informer,Informer2020
EUROPA,ok,6.072614111348211,9.071262414974363,4.2842320244694845,5.978866708959629,,,F2,EUROPA,informer,Informer2020
LAS_CARRERAS,ok,6.164000189684586,9.13094929667117,4.212914881752161,5.743312565113376,,,F2,LAS_CARRERAS,informer,Informer2020
MAZARREDO,ok,5.2443059631104285,7.998831234038655,3.713460356190829,5.414114786995581,,,F2,MAZARREDO,informer,Informer2020
MUSKIZ,ok,4.699665896981463,7.816743558903512,3.5056230555615944,5.3550789223182775,,,F2,MUSKIZ,informer,Informer2020
M_DIAZ_HARO,ok,5.560601104227159,8.704739478060999,4.02678166226999,5.879575531562207,,,F2,M_DIAZ_HARO,informer,Informer2020
SANGRONIZ,ok,6.68021450469192,9.940988250708385,4.4188664851099375,6.189350952285748,,,F2,SANGRONIZ,informer,Informer2020
SANTURCE,ok,5.605235352479316,8.033168530475637,3.755675187780031,5.000057336778355,,,F2,SANTURCE,informer,Informer2020
SAN_JULIAN,ok,7.050492128622697,11.146630505013045,4.799738440691182,7.559633684147973,,,F2,SAN_JULIAN,informer,Informer2020
SAN_MIGUEL,ok,4.608745327754301,6.031774520999449,3.4044930646306844,4.2382652095598585,,,F2,SAN_MIGUEL,informer,Informer2020
ZIERBENA_Puerto,ok,8.193849260044372,13.496211036841803,4.994200093571729,7.380538512387388,,,F2,ZIERBENA_PUERTO,informer,Informer2020
ABANTO,ok,4.779657146137884,7.381761672161962,3.2701537893413755,4.738380481912143,,,F3,ABANTO,informer,Informer2020
ALGORTA_BBIZI2,ok,9.203095404994317,13.26172867761656,5.964242250402256,8.067352756922391,,,F3,ALGORTA_BBIZI2,informer,Informer2020
ALONSOTEGI,ok,5.88601327164079,8.750755136519292,3.825195573864176,5.607660069796508,,,F3,ALONSOTEGI,informer,Informer2020
ARRAIZ_Monte,ok,5.857602622495298,8.8856630236288,4.469792362856265,6.497427695780599,,,F3,ARRAIZ_MONTE,informer,Informer2020
BARAKALDO,ok,7.298399656034733,10.911121433146713,5.057898953795227,7.1040346284425935,,,F3,BARAKALDO,informer,Informer2020
BASAURI,ok,6.975870136577736,11.310354304946868,4.891250434353109,6.979434235887198,,,F3,BASAURI,informer,Informer2020
CASTREJANA,ok,7.075216687467516,9.985443648926836,4.213327827874775,5.731823029293432,,,F3,CASTREJANA,informer,Informer2020
ERANDIO,ok,6.495698096488015,10.026920680895746,4.547742726476275,6.456666017923846,,,F3,ERANDIO,informer,Informer2020
EUROPA,ok,5.820026710459347,9.005365191294946,4.083809210293728,5.951900314281164,,,F3,EUROPA,informer,Informer2020
LAS_CARRERAS,ok,6.651306817342615,10.010427153879776,4.683898863168394,6.721910456666463,,,F3,LAS_CARRERAS,informer,Informer2020
MAZARREDO,ok,5.837916018108855,8.920050669160284,4.537199516971367,6.507467663338191,,,F3,MAZARREDO,informer,Informer2020
MUSKIZ,ok,4.563378427767751,7.623056806649255,3.3488024593109507,5.118691866259828,,,F3,MUSKIZ,informer,Informer2020
M_DIAZ_HARO,ok,6.3272570224508575,9.54165106845806,5.0644148440751655,7.071083106972763,,,F3,M_DIAZ_HARO,informer,Informer2020
SANGRONIZ,ok,6.597966218469669,9.739979211180094,4.267043145919765,5.870717832278239,,,F3,SANGRONIZ,informer,Informer2020
SANTURCE,ok,6.3562031056863,8.518391632352543,4.440116750106755,5.749930147923551,,,F3,SANTURCE,informer,Informer2020
SAN_JULIAN,ok,7.226009806955084,10.668265680502964,4.982683348558529,7.127012170010478,,,F3,SAN_JULIAN,informer,Informer2020
SAN_MIGUEL,ok,5.163445874382501,6.569997645383732,3.940398209619291,4.837500866402791,,,F3,SAN_MIGUEL,informer,Informer2020
ZIERBENA_Puerto,ok,8.660836591694679,13.483195243864834,5.261511289150164,7.432129121236734,,,F3,ZIERBENA_PUERTO,informer,Informer2020
ABANTO,ok,4.962734107045452,7.510361545800015,3.382706860535888,4.812405359678692,,,F4,ABANTO,informer,Informer2020
ALGORTA_BBIZI2,ok,9.062801816039748,13.256788959483885,5.684358776000731,7.81911439502212,,,F4,ALGORTA_BBIZI2,informer,Informer2020
ALONSOTEGI,ok,5.816810454528453,8.62405558891285,3.582351286628633,5.3904871811512844,,,F4,ALONSOTEGI,informer,Informer2020
ARRAIZ_Monte,ok,6.365438006956613,9.466553771965629,5.009939115289081,7.215960362400321,,,F4,ARRAIZ_MONTE,informer,Informer2020
BARAKALDO,ok,7.47941952510529,11.076497132221792,5.248717334575197,7.345233866604816,,,F4,BARAKALDO,informer,Informer2020
BASAURI,ok,7.105253510844405,11.192211523647387,4.844441059159836,6.777768996525957,,,F4,BASAURI,informer,Informer2020
CASTREJANA,ok,7.205223622454664,10.113964250383924,4.264877989253596,5.856245208913075,,,F4,CASTREJANA,informer,Informer2020
ERANDIO,ok,6.744478223686439,10.151071740265683,4.649538095260426,6.584822251601973,,,F4,ERANDIO,informer,Informer2020
EUROPA,ok,5.97494363579716,9.202979420978249,4.214025695935096,6.142398711955445,,,F4,EUROPA,informer,Informer2020
LAS_CARRERAS,ok,6.469616103358896,9.734959150806208,4.587738710334955,6.415616552616395,,,F4,LAS_CARRERAS,informer,Informer2020
MAZARREDO,ok,5.547407355481587,8.623576306474906,4.255130942768511,6.259945170381914,,,F4,MAZARREDO,informer,Informer2020
MUSKIZ,ok,4.458632166502585,7.788602330724702,3.2634178026866563,5.292345862933852,,,F4,MUSKIZ,informer,Informer2020
M_DIAZ_HARO,ok,5.722658543973653,8.943514883374483,4.238154206670348,6.247345849775256,,,F4,M_DIAZ_HARO,informer,Informer2020
SANGRONIZ,ok,6.62094505132205,9.854296310495544,4.328986207479803,6.113748296189852,,,F4,SANGRONIZ,informer,Informer2020
SANTURCE,ok,6.087216616122035,8.429249073363884,4.2087987414474695,5.608055086388917,,,F4,SANTURCE,informer,Informer2020
SAN_JULIAN,ok,7.248263212262659,10.681002096952673,5.023835373015409,7.065985137231641,,,F4,SAN_JULIAN,informer,Informer2020
SAN_MIGUEL,ok,4.891626108733722,6.3009250366135126,3.683598147182888,4.512076096561936,,,F4,SAN_MIGUEL,informer,Informer2020
ZIERBENA_Puerto,ok,8.25929688768322,13.469885596362303,5.029360366657025,7.449924167509032,,,F4,ZIERBENA_PUERTO,informer,Informer2020
ABANTO,ok,5.029223942275931,7.558221659298629,3.391363280110414,4.915383339231473,,,F5,ABANTO,informer,Informer2020
ALGORTA_BBIZI2,ok,9.14134026798344,13.066905275234,5.775599276425799,7.761497823426007,,,F5,ALGORTA_BBIZI2,informer,Informer2020
ALONSOTEGI,ok,5.901521376739321,8.826139270985466,3.7905881435860938,5.702147141509816,,,F5,ALONSOTEGI,informer,Informer2020
ARRAIZ_Monte,ok,6.398886248485559,9.649038538292784,5.066602094040084,7.455856593662489,,,F5,ARRAIZ_MONTE,informer,Informer2020
BARAKALDO,ok,7.569582307857575,10.99098024966281,5.244521031971482,7.19432650792595,,,F5,BARAKALDO,informer,Informer2020
BASAURI,ok,7.500808383850853,11.555326311037549,5.190072693955713,7.269170289538519,,,F5,BASAURI,informer,Informer2020
CASTREJANA,ok,7.09520064491106,10.00513908686906,4.105450644429647,5.6632538131452215,,,F5,CASTREJANA,informer,Informer2020
ERANDIO,ok,6.692759894535242,9.882349757297352,4.441604695014447,6.212134000097568,,,F5,ERANDIO,informer,Informer2020
EUROPA,ok,6.039212673462033,9.272240317325217,4.233274259300825,6.064975470369326,,,F5,EUROPA,informer,Informer2020
LAS_CARRERAS,ok,6.342391451673099,9.617570433934048,4.613398741953066,6.442381333902217,,,F5,LAS_CARRERAS,informer,Informer2020
MAZARREDO,ok,5.763425869271997,8.748149318611686,4.475651134308162,6.417054586905942,,,F5,MAZARREDO,informer,Informer2020
MUSKIZ,ok,4.510041486869441,7.825190337828235,3.364170233074213,5.34898471129856,,,F5,MUSKIZ,informer,Informer2020
M_DIAZ_HARO,ok,6.280372373753095,9.434895334070152,4.880317772190633,6.946990761828421,,,F5,M_DIAZ_HARO,informer,Informer2020
SANGRONIZ,ok,6.6531926892312425,9.89353503985594,4.32301256589699,6.102063711423545,,,F5,SANGRONIZ,informer,Informer2020
SANTURCE,ok,6.243015378560743,8.581796591982656,4.363760632796593,5.8103425299609714,,,F5,SANTURCE,informer,Informer2020
SAN_JULIAN,ok,6.956291841234574,10.56000763154345,4.689646067176966,6.8629512014398335,,,F5,SAN_JULIAN,informer,Informer2020
SAN_MIGUEL,ok,4.931330412851475,6.33871153650164,3.6456617926466497,4.530349119714574,,,F5,SAN_MIGUEL,informer,Informer2020
ZIERBENA_Puerto,ok,8.563184271501154,14.060629611031526,5.548375053128476,8.198536559552402,,,F5,ZIERBENA_PUERTO,informer,Informer2020
ABANTO,ok,4.651132583618164,7.155944347381592,3.076983690261841,4.439359188079834,,,F1,ABANTO,airformer,AirFormer
ALGORTA (BBIZI2),ok,8.49716567993164,13.067476272583008,5.376505374908447,7.880809783935547,,,F1,ALGORTA_BBIZI2,airformer,AirFormer
ALONSOTEGI,ok,5.999107360839844,8.799982070922852,4.090701580047607,6.00977897644043,,,F1,ALONSOTEGI,airformer,AirFormer
ARRAIZ (Monte),ok,5.314725399017334,8.347956657409668,4.0304646492004395,5.9995503425598145,,,F1,ARRAIZ_MONTE,airformer,AirFormer
BARAKALDO,ok,7.216742515563965,10.640951156616211,5.026543617248535,7.047300815582275,,,F1,BARAKALDO,airformer,AirFormer
BASAURI,ok,6.667702674865723,11.102374076843262,4.684719562530518,6.941282272338867,,,F1,BASAURI,airformer,AirFormer
CASTREJANA,ok,6.710485458374023,9.82599925994873,4.3287553787231445,6.267428874969482,,,F1,CASTREJANA,airformer,AirFormer
ERANDIO,ok,6.182538986206055,9.689258575439453,4.30191707611084,6.224620819091797,,,F1,ERANDIO,airformer,AirFormer
EUROPA,ok,5.602896213531494,8.918696403503418,3.9074652194976807,5.898362636566162,,,F1,EUROPA,airformer,AirFormer
LAS CARRERAS,ok,5.8871917724609375,8.892005920410156,3.9445409774780273,5.5587639808654785,,,F1,LAS_CARRERAS,airformer,AirFormer
MAZARREDO,ok,5.000324249267578,8.000422477722168,3.4988794326782227,5.472376346588135,,,F1,MAZARREDO,airformer,AirFormer
MUSKIZ,ok,4.15132999420166,7.478369235992432,3.021199941635132,5.079024314880371,,,F1,MUSKIZ,airformer,AirFormer
Mª DIAZ HARO,ok,5.639011859893799,8.810038566589355,4.143845558166504,6.343542098999023,,,F1,M_DIAZ_HARO,airformer,AirFormer
SAN JULIAN,ok,6.350033760070801,10.027653694152832,4.108902931213379,6.292471408843994,,,F1,SAN_JULIAN,airformer,AirFormer
SAN MIGUEL,ok,6.300536155700684,8.395190238952637,5.207181453704834,7.304378986358643,,,F1,SAN_MIGUEL,airformer,AirFormer
SANGRONIZ,ok,6.0719313621521,9.372281074523926,3.725738286972046,5.463528156280518,,,F1,SANGRONIZ,airformer,AirFormer
SANTURCE,ok,6.644067287445068,9.293970108032227,4.693375110626221,6.925102233886719,,,F1,SANTURCE,airformer,AirFormer
ZIERBENA (Puerto),ok,7.784803867340088,13.193655014038086,4.652416229248047,6.970097064971924,,,F1,ZIERBENA_PUERTO,airformer,AirFormer
ABANTO,ok,4.63663911819458,7.24928617477417,3.1448535919189453,4.608659267425537,,,F2,ABANTO,airformer,AirFormer
ALGORTA (BBIZI2),ok,8.576081275939941,13.246801376342773,5.483358860015869,8.027606010437012,,,F2,ALGORTA_BBIZI2,airformer,AirFormer
ALONSOTEGI,ok,5.7066731452941895,8.677119255065918,3.8705875873565674,5.811448574066162,,,F2,ALONSOTEGI,airformer,AirFormer
ARRAIZ (Monte),ok,5.3739752769470215,8.608451843261719,4.140727996826172,6.331355571746826,,,F2,ARRAIZ_MONTE,airformer,AirFormer
BARAKALDO,ok,6.983448505401611,10.52786636352539,4.916441917419434,6.955509662628174,,,F2,BARAKALDO,airformer,AirFormer
BASAURI,ok,6.584211349487305,10.99425220489502,4.662653923034668,6.9324564933776855,,,F2,BASAURI,airformer,AirFormer
CASTREJANA,ok,6.767029285430908,9.956768035888672,4.286963939666748,6.23960542678833,,,F2,CASTREJANA,airformer,AirFormer
ERANDIO,ok,6.089710235595703,9.555749893188477,4.284342288970947,6.189507007598877,,,F2,ERANDIO,airformer,AirFormer
EUROPA,ok,5.593617916107178,8.969791412353516,3.9826602935791016,6.028522491455078,,,F2,EUROPA,airformer,AirFormer
LAS CARRERAS,ok,6.0241780281066895,9.189959526062012,4.183516502380371,5.969862461090088,,,F2,LAS_CARRERAS,airformer,AirFormer
MAZARREDO,ok,4.994041442871094,8.068562507629395,3.6166605949401855,5.631050109863281,,,F2,MAZARREDO,airformer,AirFormer
MUSKIZ,ok,4.161328315734863,7.588928699493408,3.091355323791504,5.223410129547119,,,F2,MUSKIZ,airformer,AirFormer
Mª DIAZ HARO,ok,5.526642322540283,8.759663581848145,4.1512227058410645,6.285118103027344,,,F2,M_DIAZ_HARO,airformer,AirFormer
SAN JULIAN,ok,6.532144069671631,10.245687484741211,4.350678443908691,6.595932960510254,,,F2,SAN_JULIAN,airformer,AirFormer
SAN MIGUEL,ok,5.464061260223389,7.7093939781188965,4.421436786651611,6.518286228179932,,,F2,SAN_MIGUEL,airformer,AirFormer
SANGRONIZ,ok,6.063634872436523,9.482531547546387,3.8918421268463135,5.719906330108643,,,F2,SANGRONIZ,airformer,AirFormer
SANTURCE,ok,6.338440418243408,9.165528297424316,4.485011100769043,6.757938861846924,,,F2,SANTURCE,airformer,AirFormer
ZIERBENA (Puerto),ok,7.872381687164307,13.28536605834961,4.735299587249756,7.106715679168701,,,F2,ZIERBENA_PUERTO,airformer,AirFormer
ABANTO,ok,4.560878753662109,7.032151699066162,2.9771437644958496,4.265310287475586,,,F3,ABANTO,airformer,AirFormer
ALGORTA (BBIZI2),ok,8.393298149108887,13.031270027160645,5.196280002593994,7.7049031257629395,,,F3,ALGORTA_BBIZI2,airformer,AirFormer
ALONSOTEGI,ok,5.325343132019043,8.182327270507812,3.3833959102630615,5.12123966217041,,,F3,ALONSOTEGI,airformer,AirFormer
ARRAIZ (Monte),ok,5.722565650939941,8.500040054321289,4.397807598114014,6.204177379608154,,,F3,ARRAIZ_MONTE,airformer,AirFormer
BARAKALDO,ok,6.8314290046691895,10.346938133239746,4.71163272857666,6.607985973358154,,,F3,BARAKALDO,airformer,AirFormer
BASAURI,ok,6.552408218383789,10.888277053833008,4.526275157928467,6.661105155944824,,,F3,BASAURI,airformer,AirFormer
CASTREJANA,ok,6.312635898590088,9.349591255187988,3.7198853492736816,5.342984199523926,,,F3,CASTREJANA,airformer,AirFormer
ERANDIO,ok,6.173042297363281,9.725205421447754,4.375641822814941,6.25883674621582,,,F3,ERANDIO,airformer,AirFormer
EUROPA,ok,5.515978813171387,8.707094192504883,3.7557289600372314,5.648489952087402,,,F3,EUROPA,airformer,AirFormer
LAS CARRERAS,ok,5.869272708892822,8.925061225891113,4.026177883148193,5.607537746429443,,,F3,LAS_CARRERAS,airformer,AirFormer
MAZARREDO,ok,5.100457668304443,7.976965427398682,3.5947771072387695,5.4077935218811035,,,F3,MAZARREDO,airformer,AirFormer
MUSKIZ,ok,4.065741062164307,7.361629009246826,2.922227382659912,4.919314384460449,,,F3,MUSKIZ,airformer,AirFormer
Mª DIAZ HARO,ok,5.279783725738525,8.341216087341309,3.8103487491607666,5.659527778625488,,,F3,M_DIAZ_HARO,airformer,AirFormer
SAN JULIAN,ok,6.334315299987793,9.950545310974121,4.026340961456299,6.180148124694824,,,F3,SAN_JULIAN,airformer,AirFormer
